month,animals,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
M12,A4200,THS_HD,EU15	: 	: 	9841.26 ep	: 	: 	: 	10229.31 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11881.68 e	11150.61 e	11519.56 	11693.99 	12205.53 	11955.35 	12382.24 	12082.26 	12038.78 	12016.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,EU25	: 	: 	10330.73 ep	: 	: 	: 	10717.03 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,EU27_2007	: 	: 	12154.02 	: 	: 	: 	12434.15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,EU27_2020	: 	: 	12125.02 	: 	12605.00 e	12686.00 e	12395.15 e	12528.00 e	12540.00 e	12455.00 e	12694.00 e	13187.00 e	12805.00 e	13341.00 e	13241.00 e	13241.00 e	13123.00 e	13512.00 e	13736.00 e	14027.00 e	13922.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,EU28	: 	: 	12236.02 	: 	: 	: 	12496.15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,FI	: 	: 	5.93 e	: 	: 	: 	4.80 e	: 	: 	: 	: 	: 	: 	5.65 	5.40 	6.14 	6.25 	4.70 	4.80 	5.10 	6.50 	6.70 	6.40 	6.60 	6.50 	6.00 	5.50 	4.50 	4.60 	4.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,FR	1387.77 p	1413.98 b	1242.00 	1252.00 	1213.00 d	1204.00 d	1230.00 	1271.00 	1283.00 	1306.00 	1381.00 	1448.00 	1318.00 	1267.20 	1255.00 	1254.45 	1252.00 	1242.00 	1240.00 	1229.00 	1235.00 	1156.00 	1075.00 	1087.00 	1110.00 	1114.00 	1083.00 	1068.00 	1056.00 	1071.00 	1121.00 	1162.00 	1226.00 	1210.00 	1003.00 	980.00 	1005.00 	962.00 	1042.30 	1208.00 	1257.00 	1241.00 	1125.00 	1080.00 	1048.00 	1021.00 	991.00 	959.00 	923.00 	899.00 	885.00 	882.00 	925.00 	919.00 	924.00 	1017.00 	1014.00 	1041.00 	1069.00 	1124.00 	1176.00 	1172.00 
M12,A4200,THS_HD,HR	86.00 	86.00 	82.00 	80.00 	77.00 	75.00 	62.00 	61.00 	69.00 	72.00 	70.00 	75.20 	66.50 	70.00 	: 	102.88 	134.48 	126.06 	86.09 	96.53 	92.94 	79.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,HU	45.60 	47.00 	63.00 	65.00 	80.00 	81.00 	72.00 	70.00 	73.00 	89.00 	79.00 	75.00 	58.00 	66.00 	67.00 	70.00 	79.00 	74.00 	82.00 	86.00 	90.00 	87.00 	: 	: 	: 	: 	: 	62.00 	: 	: 	34.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,IE	: 	: 	8.77 e	: 	: 	: 	9.86 e	0.00 	0.00 	: 	: 	: 	: 	7.80 	7.30 	7.70 	7.70 	9.28 	9.00 	8.06 	9.30 	9.87 	13.50 	15.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
M12,A4200,THS_HD,IS	1.70 	1.60 	1.60 	1.50 	1.30 	1.10 	: 	: 	0.90 	0.90 	0.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,IT	1060.75 	1065.71 	1058.72 	986.26 	992.08 	1026.26 	961.68 	937.03 	975.86 	891.64 	959.92 	982.92 	960.96 	957.25 	920.00 	955.31 	945.00 	978.00 	961.03 	988.00 	1024.77 	923.00 	1397.00 	1331.00 	1347.00 	1390.00 	1448.00 	1448.00 	1378.00 	1344.00 	1314.00 	1297.50 	1246.00 	1214.30 	1206.00 	1201.00 	1168.80 	1189.40 	1223.00 	1105.00 	1029.00 	1009.00 	978.00 	979.80 	960.00 	948.00 	940.00 	958.00 	948.00 	950.00 	976.00 	1019.00 	1031.00 	1045.00 	1124.00 	1140.00 	1139.00 	1228.00 	1236.00 	: 	: 	: 
M12,A4200,THS_HD,LT	14.70 	14.70 	15.10 	14.30 	14.30 	13.40 	13.50 	13.00 	13.80 	13.60 	15.00 	16.00 	14.70 	16.60 	19.70 	20.80 	22.00 	26.90 	27.20 	22.00 	23.70 	23.00 	24.70 	23.70 	18.50 	16.90 	14.60 	12.40 	10.40 	8.80 	6.30 	5.20 	3.90 	3.60 	3.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,LU	: 	: 	5.35 e	: 	: 	: 	5.13 e	: 	: 	: 	: 	4.20 	3.33 	2.89 	3.28 	2.40 	2.73 	2.52 	2.40 	1.82 	0.69 	0.68 	0.58 	0.70 	0.79 	0.66 	0.64 	0.64 	0.64 	1.00 	1.00 	0.87 	0.93 	0.93 	0.67 	0.55 	0.70 	1.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
M12,A4200,THS_HD,LV	11.40 	11.48 	11.69 	12.24 	12.76 	13.16 	12.68 	12.29 	12.62 	13.33 	13.43 	13.49 	13.25 	12.92 	12.98 	14.26 	14.90 	14.70 	15.00 	13.20 	11.50 	10.40 	8.10 	10.50 	8.90 	8.40 	8.90 	7.40 	6.30 	6.40 	6.10 	5.40 	4.80 	4.80 	4.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,ME	: 	: 	28.70 p	29.00 p	29.00 p	31.00 p	30.00 	33.00 	30.00 	23.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,MK	76.00 	95.00 	87.00 	117.00 	107.00 	102.00 	88.00 	81.00 	75.00 	64.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,MT	5.64 	5.53 	5.59 	5.73 	5.16 	4.97 	4.94 	4.63 	4.60 	4.85 	4.94 	5.11 	5.98 	5.40 	6.23 	5.74 	6.27 	5.64 	5.37 	5.16 	2.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,NL	575.00 	557.00 	551.00 	518.00 	546.00 	504.00 	468.00 	441.00 	409.00 	403.00 	392.00 	377.00 	415.00 	390.00 	355.00 	340.00 	310.00 	300.00 	290.00 	268.00 	232.00 	190.00 	165.00 	145.00 	130.00 	110.00 	73.00 	73.00 	66.00 	73.00 	77.00 	77.00 	72.00 	63.00 	55.00 	43.00 	38.00 	33.00 	32.00 	30.00 	30.00 	30.00 	12.00 	12.00 	13.00 	13.00 	13.00 	13.00 	13.00 	13.00 	13.00 	13.00 	13.00 	14.00 	14.00 	14.00 	15.00 	15.00 	15.00 	15.00 	15.00 	15.00 
M12,A4200,THS_HD,PL	: 	: 	49.90 e	: 	: 	: 	55.90 e	: 	: 	89.94 	111.82 	122.12 	118.84 	136.11 	143.93 	130.37 	: 	: 	: 	: 	: 	176.50 	181.10 	185.50 	: 	179.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,PT	350.47 p	368.42 	316.48 	332.59 	339.65 	347.15 	372.80 	382.05 	398.39 	403.99 	412.74 	419.19 	424.98 	432.80 	438.64 	467.51 	474.94 	470.35 	444.06 	469.75 	489.31 	561.83 	629.73 	676.00 	673.00 	677.00 	704.00 	721.00 	725.00 	762.00 	772.00 	797.16 	857.00 	840.00 	808.00 	800.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,RO	1486.00 	1611.80 	1594.80 	1539.30 	1503.30 	1483.10 	1440.20 	1417.20 	1313.00 	1265.70 	1236.10 	1240.80 	917.30 	898.30 	865.10 	727.41 	686.80 	660.70 	678.00 	633.00 	525.00 	538.00 	558.00 	585.00 	610.00 	654.00 	705.00 	745.00 	776.00 	805.00 	954.00 	1005.00 	1017.00 	1078.00 	990.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,RS	195.00 	202.00 	191.00 	196.00 	183.00 	200.00 	203.00 	219.00 	225.00 	232.00 	239.00 	237.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,SE	: 	: 	12.00 e	: 	: 	: 	12.00 e	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	5.60 	5.60 	5.60 	5.00 e	5.00 	5.00 	5.30 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,SI	: 	: 	24.36 e	: 	: 	: 	26.96 e	: 	: 	: 	: 	: 	29.84 	24.23 	28.23 	27.80 	25.48 	23.03 	23.29 	21.98 	19.90 	22.04 	14.64 	17.00 	: 	9.00 	11.00 	10.00 	9.00 	12.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,SK	: 	: 	35.59 	36.91 	37.07 	36.36 	36.30 e	35.18 	35.46 	34.82 	34.05 	35.29 	35.69 	37.09 	37.87 	38.35 	39.57 	39.01 	39.23 	40.19 	40.39 	51.42 	51.08 	51.00 	27.00 	26.00 	25.00 	25.00 	25.00 	20.00 	17.00 	10.00 	9.00 	10.00 	9.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,TR	12341.51 	11985.85 	11205.43 	10922.43 	10634.67 	10345.30 p	10416.17 	10347.16 	9225.55 	8357.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4200,THS_HD,UK	: 	: 	111.00 p	108.00 	105.00 	104.00 	101.00 	100.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	95.95 	91.55 	: 	: 	74.78 	76.22 	77.16 	80.33 	76.50 	80.55 	89.60 	89.60 	96.99 	104.00 	105.00 	113.00 	114.00 	101.00 	68.00 	48.00 	48.00 	49.00 	48.00 	48.00 	48.00 	13.00 	13.00 	13.00 	13.00 	13.00 	13.00 	13.00 	13.00 	72.00 	12.00 	12.00 	12.00 	12.00 	12.00 	12.00 	12.00 	13.00 	13.00 	13.00 	13.00 	13.00 
M12,A4200,THS_HD,XK	: 	29.56 	27.20 	28.70 	28.41 	27.78 	30.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,AL	714.06 	713.13 	794.67 	844.66 	866.68 	716.16 p	700.00 e	595.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,AT	63.75 	59.73 	60.13 	60.33 	59.55 	53.23 	50.23 	46.22 	47.78 	47.81 	48.28 	47.10 	43.61 	41.21 	39.48 	35.66 	35.48 	37.53 	36.74 	40.36 	40.37 	38.01 	40.37 	36.93 	38.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,BA	: 	44.00 e	44.00 e	45.00 e	45.00 e	46.00 e	45.00 e	45.00 e	43.00 e	41.00 e	41.00 e	42.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,BE	: 	: 	: 	: 	: 	48.55 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,BG	189.34 	216.27 	204.09 	239.88 	232.77 	210.46 	230.16 	243.48 	265.13 	252.11 	295.49 	292.50 	322.00 	374.90 	431.88 	479.91 	540.90 	608.88 	630.10 	657.50 	588.20 	620.90 	: 	: 	: 	: 	: 	712.00 	: 	: 	: 	: 	: 	: 	388.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,CY	: 	177.59 	160.91 	166.07 	165.69 	154.59 	147.29 	152.00 	169.07 	187.60 	206.08 	208.57 	212.14 	213.27 	230.38 	243.72 	256.49 	280.08 	274.29 	275.48 	298.30 	240.60 	241.00 	237.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.68 	: 	11.92 	9.29 	12.00 	9.40 	9.00 	8.00 	12.00 	25.00 	28.00 	29.00 	30.00 	32.00 	35.00 	30.00 	31.00 	30.00 	30.00 	29.00 	28.00 	29.00 	29.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.40 	2.50 	2.10 	1.90 	1.70 	2.00 	2.40 	2.70 	: 	2.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,EL	2067.00 	2182.00 	2588.00 	2863.00 	2883.00 	2902.00 	2880.00 	3051.00 	3093.00 	2888.00 	3100.00 	3152.00 	3574.00 	3844.00 	3712.00 	3671.87 	3737.97 	3696.00 	3646.00 	3875.00 	4000.00 	3807.00 	4017.00 	3710.00 	3987.00 	3938.00 	4000.00 	3830.50 	4015.00 	4067.00 	4067.00 	4106.00 	4076.00 	4105.00 	4017.00 	4420.00 	3845.84 	3687.34 	3612.17 	3800.00 	3713.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,ES	1859.22 p	1890.49 p	1896.89 	1986.41 p	2245.13 	2215.72 	1937.57 	1939.73 	1935.78 	1960.70 	2091.22 	2227.82 	2481.64 	2264.87 	2150.49 	2169.77 	2139.55 	2185.00 	2407.07 	2334.07 	2341.50 	2233.58 	2034.00 	2059.00 	2034.00 	2042.00 	2170.00 	2170.00 	2064.00 	2005.00 	2109.00 	2671.59 	2750.50 	2458.99 	2020.35 	1691.01 	1697.97 	1655.94 	1696.00 	1675.00 	1439.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.64 	4.47 	4.75 	4.83 	4.20 	3.50 	3.80 	4.80 	5.10 	4.70 	4.90 	4.90 	4.80 	4.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,FR	1174.94 p	1178.41 b	1058.00 	1058.00 	1039.00 d	1021.00 d	1049.00 	1078.00 	1092.00 	1116.00 	1170.00 	1225.00 	1131.00 	1072.81 	1074.32 	1068.88 	1069.00 	1060.00 	1056.00 	1046.00 	1039.00 	999.00 	922.00 	938.00 	961.00 	940.00 	943.00 	900.00 	888.00 	905.00 	939.00 	1035.00 	1046.00 	1020.00 	858.00 	842.00 	865.00 	862.70 	886.20 	959.00 	995.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,HR	66.00 	66.00 	63.00 	63.00 	58.00 	54.00 	44.00 	48.00 	54.00 	56.00 	55.00 	58.00 	63.50 	65.10 	: 	76.53 	82.35 	91.45 	65.65 	73.52 	74.07 	64.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,HU	32.60 	29.00 	33.00 	35.00 	41.00 	41.00 	37.00 	36.00 	40.00 	50.00 	47.00 	47.00 	37.00 	38.00 	41.00 	45.00 	47.00 	48.00 	50.00 	55.00 	55.00 	53.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,IS	1.30 	1.20 	1.20 	1.20 	1.10 	1.00 	: 	: 	0.70 	0.70 	0.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,IT	824.25 	826.39 	827.42 	756.45 	763.73 	794.58 	750.22 	739.48 	796.72 	734.95 	797.60 	823.63 	803.79 	801.94 	786.00 	808.12 	757.00 	807.52 	797.65 	821.00 	858.85 	759.00 	1146.00 	1125.00 	1144.00 	1150.00 	1071.00 	1071.00 	1037.00 	1010.00 	984.00 	1028.00 	997.90 	988.00 	961.30 	961.90 	979.10 	964.90 	939.00 	932.00 	920.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
