month,animals,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
M12,A4210K,THS_HD,LT	8.70 	8.90 	9.20 	8.70 	9.10 	8.60 	9.00 	8.00 	0.00 	9.00 	9.30 	9.10 	9.10 	37.10 	12.30 	13.30 	17.20 	17.90 	18.70 	15.10 	16.30 	16.20 	17.20 	17.90 	13.40 	11.00 	9.90 	8.60 	6.80 	5.70 	3.90 	3.40 	2.90 	2.80 	2.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,LV	7.93 	7.92 	8.21 	8.64 	9.05 	8.99 	8.77 	9.12 	9.36 	9.91 	9.95 	10.20 	10.08 	9.64 	8.64 	9.05 	9.90 	7.80 	8.40 	6.20 	5.80 	5.30 	4.40 	6.60 	4.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,ME	: 	: 	20.90 p	21.40 p	21.00 p	23.00 p	24.00 	25.00 	24.00 	18.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,MK	71.00 	89.00 	81.00 	110.00 	101.00 	96.00 	83.00 	77.00 	71.00 	53.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,MT	4.60 	4.61 	4.67 	4.61 	4.28 	4.20 	4.12 	3.80 	3.97 	4.00 	4.10 	4.45 	5.70 	5.40 	5.33 	4.24 	4.73 	4.30 	4.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,NL	532.00 	513.00 	509.00 	483.00 	386.00 	350.00 	289.00 	272.00 	269.00 	270.00 	251.00 	262.00 	277.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	62.62 	80.96 	80.07 	79.46 	91.98 	93.64 	84.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	102.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,PT	296.74 p	312.71 	259.64 	275.51 	283.14 	293.48 	316.29 	321.68 	334.00 	343.24 	350.56 	354.96 	354.46 	360.73 	357.78 	377.10 	384.78 	377.52 	375.88 	389.45 	410.75 	451.89 	457.43 	472.00 	488.00 	494.00 	511.00 	522.00 	518.00 	544.00 	553.00 	570.00 	: 	: 	: 	580.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,RO	1214.10 	1290.80 	1293.50 	1212.90 	1184.20 	1160.80 	1133.40 	1128.90 	1059.00 	1030.70 	1012.10 	1032.00 	754.70 	740.50 	713.50 	615.64 	581.30 	551.70 	491.00 	469.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,RS	141.00 	146.00 	140.00 	150.00 	136.00 	150.00 	153.00 	157.00 	160.00 	164.00 	158.00 	158.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	3.40 	3.40 	3.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.84 	16.84 	19.00 	20.22 	17.82 	16.08 	16.99 	16.74 	14.80 	16.10 	11.44 	: 	: 	7.00 	7.00 	7.00 	6.00 	8.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,SK	: 	: 	32.73 	33.54 	34.08 	33.65 	33.82 e	32.43 	32.90 	32.30 	31.88 	33.07 	33.39 	34.75 	35.42 	36.21 	37.33 	36.86 	37.03 	37.71 	38.34 	42.75 	42.34 	42.00 	20.00 	19.00 	18.00 	18.00 	16.00 	13.00 	10.00 	6.00 	6.00 	6.00 	6.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,TR	7594.55 	7523.45 	7033.59 	6855.95 	6324.53 	6152.44 e	6194.58 e	6153.54 e	5486.51 e	4970.15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	47.78 	45.55 	: 	: 	39.42 	38.48 	40.13 	42.40 	40.50 	42.91 	45.95 	45.95 	49.22 	52.00 	52.00 	57.00 	58.00 	52.00 	35.00 	25.00 	25.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210K,THS_HD,XK	: 	21.91 	20.60 	22.40 	24.84 	24.32 	26.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,AL	115.05 	94.55 	123.75 	145.51 	149.30 	71.62 p	69.50 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	198.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,BA	: 	10.00 e	10.00 e	10.00 e	10.00 e	11.00 e	10.00 e	10.00 e	9.00 e	8.00 e	8.00 e	8.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,BG	9.51 	8.55 	10.21 	8.63 	11.90 	11.02 	10.29 	15.86 	20.57 	16.06 	22.63 	14.47 	18.89 	19.71 	25.82 	29.35 	35.00 	30.38 	37.50 	38.00 	34.30 	45.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,CY	: 	6.64 	7.78 	7.20 	8.33 	5.40 	7.66 	8.72 	18.98 	20.49 	29.87 	31.05 	33.00 	21.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.07 	1.32 	1.52 	1.39 	2.00 	1.70 	2.00 	1.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,EL	326.00 	186.00 	473.00 	385.00 	456.00 	438.00 	495.00 	501.00 	423.00 	365.00 	425.00 	442.00 	298.00 	534.00 	575.00 	573.80 	556.80 	536.00 	525.00 	584.00 	567.00 	529.00 	468.00 	546.00 	555.00 	516.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,ES	214.77 p	213.62 p	249.05 	241.74 p	246.07 	227.52 	217.34 	264.30 	265.73 	300.08 	248.82 	191.82 	206.01 	230.71 	215.74 	198.65 	186.97 	192.00 	228.32 	215.96 	231.09 	230.39 	201.00 	216.00 	203.00 	235.00 	176.00 	176.00 	165.00 	142.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.23 	: 	0.40 	0.33 	0.40 	0.40 	0.40 	0.50 	0.30 	0.30 	0.30 	0.40 	0.40 	0.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,FR	239.84 p	245.83 b	208.00 	207.00 	208.00 d	197.00 d	203.00 	214.00 	211.00 	211.00 	230.00 	240.00 	243.00 	225.20 	219.22 	212.72 	211.00 	205.00 	208.00 	212.00 	212.00 	196.00 	172.00 	176.00 	176.00 	176.00 	188.00 	180.00 	156.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,HR	10.00 	11.00 	10.00 	10.00 	9.00 	11.00 	10.00 	7.00 	9.00 	7.00 	9.00 	8.00 	7.60 	7.10 	: 	10.11 	12.24 	12.87 	9.24 	10.34 	10.42 	9.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,HU	3.50 	2.00 	3.00 	3.00 	4.00 	4.00 	3.00 	2.00 	4.00 	3.00 	4.00 	3.00 	1.00 	2.00 	3.00 	2.00 	6.00 	2.00 	7.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	0.10 	0.10 	0.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,IT	191.39 	191.35 	187.57 	179.31 	181.00 	174.70 	161.28 	144.51 	173.87 	159.18 	160.02 	177.08 	171.54 	169.48 	166.00 	164.66 	133.00 	140.32 	135.60 	137.00 	151.28 	136.00 	182.00 	198.00 	203.00 	180.00 	194.00 	194.00 	160.00 	155.00 	153.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	27.70 	24.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,ME	: 	: 	1.50 p	1.60 p	2.00 p	2.00 p	2.00 	2.00 	4.00 	1.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,MK	13.00 	17.00 	17.00 	19.00 	17.00 	20.00 	19.00 	15.00 	11.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,MT	0.41 	0.39 	0.36 	0.46 	0.37 	0.27 	0.37 	0.35 	0.30 	0.37 	0.36 	0.52 	0.43 	0.81 	0.79 	1.40 	1.11 	1.02 	0.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,NL	105.00 	100.00 	100.00 	107.00 	56.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.64 	7.59 	7.59 	8.28 	7.55 	9.14 	5.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,PT	27.14 p	28.95 	17.03 	19.84 	20.45 	23.31 	22.96 	20.42 	20.54 	20.07 	26.19 	33.27 	32.80 	33.27 	34.54 	36.69 	37.34 	36.82 	35.04 	36.87 	39.15 	44.06 	49.87 	57.00 	59.00 	60.00 	62.00 	59.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,RO	147.70 	160.60 	170.00 	147.30 	143.50 	145.10 	148.30 	158.80 	146.40 	151.00 	148.50 	171.00 	110.60 	108.00 	93.10 	90.65 	81.30 	76.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,RS	16.00 	20.00 	14.00 	11.00 	14.00 	18.00 	26.00 	19.00 	16.00 	9.00 	7.00 	7.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.47 	3.86 	3.44 	3.13 	2.71 	3.54 	2.91 	3.16 	3.58 	3.95 	3.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,SK	: 	: 	6.36 	6.58 	6.66 	6.96 	6.89 e	6.62 	6.75 	6.68 	6.60 	6.89 	6.97 	7.02 	7.41 	7.76 	8.20 	8.33 	7.87 	7.94 	8.41 	6.10 	6.16 	11.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,TR	2152.45 	1893.94 	1770.62 	1725.90 	981.42 	954.72 e	961.26 e	954.89 e	851.38 e	771.26 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KA,THS_HD,XK	: 	4.08 	3.77 	3.50 	5.44 	4.59 	5.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,AL	599.00 	618.58 	670.92 	699.16 	717.38 	644.55 p	630.50 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1971.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,BA	: 	34.00 e	34.00 e	35.00 e	35.00 e	35.00 e	35.00 e	35.00 e	34.00 e	33.00 e	33.00 e	34.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,BG	179.84 	207.71 	193.88 	231.25 	220.87 	199.44 	219.87 	227.62 	244.56 	236.06 	272.86 	278.03 	303.12 	355.19 	406.06 	450.56 	505.90 	578.50 	592.60 	619.50 	553.90 	575.20 	847.00 	831.00 	770.00 	619.00 	668.00 	656.00 	540.00 	499.00 	448.00 	417.00 	367.00 	371.00 	366.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,CY	: 	170.95 	153.13 	158.86 	157.36 	149.20 	139.63 	143.29 	150.10 	167.11 	176.21 	177.53 	179.14 	191.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.61 	11.07 	10.40 	7.90 	10.00 	7.70 	7.00 	7.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,EL	1741.00 	1996.00 	2115.00 	2478.00 	2427.00 	2464.00 	2384.00 	2549.00 	2670.00 	2523.00 	2675.00 	2710.00 	3276.00 	3310.00 	3137.00 	3098.07 	3181.17 	3160.00 	3121.00 	3291.00 	3434.00 	3278.00 	3549.00 	3166.00 	3432.00 	3421.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
