"TIME","GEO","ANIMALS","UNIT","Value","Flag and Footnotes"
"1994","Luxembourg","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Luxembourg","Live horses","Thousand heads (animals)",":",""
"1994","Luxembourg","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Hungary","Live horses, asses, mules and hinnies","Thousand heads (animals)","78.000",""
"1994","Hungary","Live horses","Thousand heads (animals)",":",""
"1994","Hungary","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Netherlands","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Netherlands","Live horses","Thousand heads (animals)",":",""
"1994","Netherlands","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Poland","Live horses, asses, mules and hinnies","Thousand heads (animals)","621.700",""
"1994","Poland","Live horses","Thousand heads (animals)",":",""
"1994","Poland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Portugal","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Portugal","Live horses","Thousand heads (animals)",":",""
"1994","Portugal","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Romania","Live horses, asses, mules and hinnies","Thousand heads (animals)","784.000",""
"1994","Romania","Live horses","Thousand heads (animals)",":",""
"1994","Romania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Slovenia","Live horses, asses, mules and hinnies","Thousand heads (animals)","8.000",""
"1994","Slovenia","Live horses","Thousand heads (animals)",":",""
"1994","Slovenia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Slovakia","Live horses, asses, mules and hinnies","Thousand heads (animals)","11.000",""
"1994","Slovakia","Live horses","Thousand heads (animals)",":",""
"1994","Slovakia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","United Kingdom","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","United Kingdom","Live horses","Thousand heads (animals)",":",""
"1994","United Kingdom","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","North Macedonia","Live horses, asses, mules and hinnies","Thousand heads (animals)","62.000",""
"1994","North Macedonia","Live horses","Thousand heads (animals)",":",""
"1994","North Macedonia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Albania","Live horses, asses, mules and hinnies","Thousand heads (animals)","201.000",""
"1994","Albania","Live horses","Thousand heads (animals)",":",""
"1994","Albania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 12 countries (1986-1994)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 12 countries (1986-1994)","Live horses","Thousand heads (animals)",":",""
"1995","European Community - 12 countries (1986-1994)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 10 countries (1981-1985)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 10 countries (1981-1985)","Live horses","Thousand heads (animals)",":",""
"1995","European Community - 10 countries (1981-1985)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 9 countries (1973-1980)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 9 countries (1973-1980)","Live horses","Thousand heads (animals)",":",""
"1995","European Community - 9 countries (1973-1980)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Belgium","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Belgium","Live horses","Thousand heads (animals)",":",""
"1995","Belgium","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Bulgaria","Live horses, asses, mules and hinnies","Thousand heads (animals)","151.000",""
"1995","Bulgaria","Live horses","Thousand heads (animals)",":",""
"1995","Bulgaria","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Czechia","Live horses, asses, mules and hinnies","Thousand heads (animals)","19.000",""
"1995","Czechia","Live horses","Thousand heads (animals)",":",""
"1995","Czechia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Denmark","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Denmark","Live horses","Thousand heads (animals)",":",""
"1995","Denmark","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Germany (until 1990 former territory of the FRG)","Live horses, asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1995","Germany (until 1990 former territory of the FRG)","Live horses","Thousand heads (animals)","0.000",""
"1995","Germany (until 1990 former territory of the FRG)","Live asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1995","Federal Republic of Germany (former territory of the FRG only)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Federal Republic of Germany (former territory of the FRG only)","Live horses","Thousand heads (animals)",":",""
"1995","Federal Republic of Germany (former territory of the FRG only)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Ireland","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Ireland","Live horses","Thousand heads (animals)",":",""
"1995","Ireland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Greece","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Greece","Live horses","Thousand heads (animals)",":",""
"1995","Greece","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Spain","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Spain","Live horses","Thousand heads (animals)",":",""
"1995","Spain","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","France","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","France","Live horses","Thousand heads (animals)",":",""
"1995","France","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Croatia","Live horses, asses, mules and hinnies","Thousand heads (animals)","9.000",""
"1995","Croatia","Live horses","Thousand heads (animals)",":",""
"1995","Croatia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Italy","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Italy","Live horses","Thousand heads (animals)",":",""
"1995","Italy","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Latvia","Live horses, asses, mules and hinnies","Thousand heads (animals)","27.200",""
"1995","Latvia","Live horses","Thousand heads (animals)",":",""
"1995","Latvia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Lithuania","Live horses, asses, mules and hinnies","Thousand heads (animals)","77.600",""
"1995","Lithuania","Live horses","Thousand heads (animals)",":",""
"1995","Lithuania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Luxembourg","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Luxembourg","Live horses","Thousand heads (animals)",":",""
"1995","Luxembourg","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Hungary","Live horses, asses, mules and hinnies","Thousand heads (animals)","71.000",""
"1995","Hungary","Live horses","Thousand heads (animals)",":",""
"1995","Hungary","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Netherlands","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Netherlands","Live horses","Thousand heads (animals)",":",""
"1995","Netherlands","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Poland","Live horses, asses, mules and hinnies","Thousand heads (animals)","635.800",""
"1995","Poland","Live horses","Thousand heads (animals)",":",""
"1995","Poland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Portugal","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Portugal","Live horses","Thousand heads (animals)",":",""
"1995","Portugal","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Romania","Live horses, asses, mules and hinnies","Thousand heads (animals)","806.000",""
"1995","Romania","Live horses","Thousand heads (animals)",":",""
"1995","Romania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Slovenia","Live horses, asses, mules and hinnies","Thousand heads (animals)","8.000",""
"1995","Slovenia","Live horses","Thousand heads (animals)",":",""
"1995","Slovenia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Slovakia","Live horses, asses, mules and hinnies","Thousand heads (animals)","10.000",""
"1995","Slovakia","Live horses","Thousand heads (animals)",":",""
"1995","Slovakia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","United Kingdom","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","United Kingdom","Live horses","Thousand heads (animals)",":",""
"1995","United Kingdom","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","North Macedonia","Live horses, asses, mules and hinnies","Thousand heads (animals)","62.000",""
"1995","North Macedonia","Live horses","Thousand heads (animals)",":",""
"1995","North Macedonia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Albania","Live horses, asses, mules and hinnies","Thousand heads (animals)","230.000",""
"1995","Albania","Live horses","Thousand heads (animals)",":",""
"1995","Albania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 12 countries (1986-1994)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 12 countries (1986-1994)","Live horses","Thousand heads (animals)",":",""
"1996","European Community - 12 countries (1986-1994)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 10 countries (1981-1985)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 10 countries (1981-1985)","Live horses","Thousand heads (animals)",":",""
"1996","European Community - 10 countries (1981-1985)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 9 countries (1973-1980)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 9 countries (1973-1980)","Live horses","Thousand heads (animals)",":",""
"1996","European Community - 9 countries (1973-1980)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Belgium","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Belgium","Live horses","Thousand heads (animals)",":",""
"1996","Belgium","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Bulgaria","Live horses, asses, mules and hinnies","Thousand heads (animals)","170.000",""
"1996","Bulgaria","Live horses","Thousand heads (animals)",":",""
"1996","Bulgaria","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Czechia","Live horses, asses, mules and hinnies","Thousand heads (animals)","19.000",""
"1996","Czechia","Live horses","Thousand heads (animals)",":",""
"1996","Czechia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Denmark","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Denmark","Live horses","Thousand heads (animals)",":",""
"1996","Denmark","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Germany (until 1990 former territory of the FRG)","Live horses, asses, mules and hinnies","Thousand heads (animals)","652.444",""
"1996","Germany (until 1990 former territory of the FRG)","Live horses","Thousand heads (animals)","652.444",""
"1996","Germany (until 1990 former territory of the FRG)","Live asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1996","Federal Republic of Germany (former territory of the FRG only)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Federal Republic of Germany (former territory of the FRG only)","Live horses","Thousand heads (animals)",":",""
"1996","Federal Republic of Germany (former territory of the FRG only)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Ireland","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Ireland","Live horses","Thousand heads (animals)",":",""
"1996","Ireland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Greece","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Greece","Live horses","Thousand heads (animals)",":",""
"1996","Greece","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Spain","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Spain","Live horses","Thousand heads (animals)",":",""
"1996","Spain","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","France","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","France","Live horses","Thousand heads (animals)",":",""
"1996","France","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Croatia","Live horses, asses, mules and hinnies","Thousand heads (animals)","8.000",""
"1996","Croatia","Live horses","Thousand heads (animals)",":",""
"1996","Croatia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Italy","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Italy","Live horses","Thousand heads (animals)",":",""
"1996","Italy","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Latvia","Live horses, asses, mules and hinnies","Thousand heads (animals)","25.800",""
"1996","Latvia","Live horses","Thousand heads (animals)",":",""
"1996","Latvia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Lithuania","Live horses, asses, mules and hinnies","Thousand heads (animals)","81.400",""
"1996","Lithuania","Live horses","Thousand heads (animals)",":",""
"1996","Lithuania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Luxembourg","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Luxembourg","Live horses","Thousand heads (animals)",":",""
"1996","Luxembourg","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Hungary","Live horses, asses, mules and hinnies","Thousand heads (animals)","70.000",""
"1996","Hungary","Live horses","Thousand heads (animals)",":",""
"1996","Hungary","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Netherlands","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Netherlands","Live horses","Thousand heads (animals)",":",""
"1996","Netherlands","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Poland","Live horses, asses, mules and hinnies","Thousand heads (animals)","568.800",""
"1996","Poland","Live horses","Thousand heads (animals)",":",""
"1996","Poland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Portugal","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Portugal","Live horses","Thousand heads (animals)",":",""
"1996","Portugal","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Romania","Live horses, asses, mules and hinnies","Thousand heads (animals)","816.000",""
"1996","Romania","Live horses","Thousand heads (animals)",":",""
"1996","Romania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Slovenia","Live horses, asses, mules and hinnies","Thousand heads (animals)","8.000",""
"1996","Slovenia","Live horses","Thousand heads (animals)",":",""
"1996","Slovenia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Slovakia","Live horses, asses, mules and hinnies","Thousand heads (animals)","10.000",""
"1996","Slovakia","Live horses","Thousand heads (animals)",":",""
"1996","Slovakia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","United Kingdom","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","United Kingdom","Live horses","Thousand heads (animals)",":",""
"1996","United Kingdom","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","North Macedonia","Live horses, asses, mules and hinnies","Thousand heads (animals)","66.000",""
"1996","North Macedonia","Live horses","Thousand heads (animals)",":",""
"1996","North Macedonia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Albania","Live horses, asses, mules and hinnies","Thousand heads (animals)","226.000",""
"1996","Albania","Live horses","Thousand heads (animals)",":",""
"1996","Albania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","European Community - 12 countries (1986-1994)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","European Community - 12 countries (1986-1994)","Live horses","Thousand heads (animals)",":",""
"1997","European Community - 12 countries (1986-1994)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","European Community - 10 countries (1981-1985)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","European Community - 10 countries (1981-1985)","Live horses","Thousand heads (animals)",":",""
"1997","European Community - 10 countries (1981-1985)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","European Community - 9 countries (1973-1980)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","European Community - 9 countries (1973-1980)","Live horses","Thousand heads (animals)",":",""
"1997","European Community - 9 countries (1973-1980)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Belgium","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Belgium","Live horses","Thousand heads (animals)",":",""
"1997","Belgium","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Bulgaria","Live horses, asses, mules and hinnies","Thousand heads (animals)","126.000",""
"1997","Bulgaria","Live horses","Thousand heads (animals)",":",""
"1997","Bulgaria","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Czechia","Live horses, asses, mules and hinnies","Thousand heads (animals)","20.000",""
"1997","Czechia","Live horses","Thousand heads (animals)",":",""
"1997","Czechia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Denmark","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Denmark","Live horses","Thousand heads (animals)",":",""
"1997","Denmark","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Germany (until 1990 former territory of the FRG)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Germany (until 1990 former territory of the FRG)","Live horses","Thousand heads (animals)",":",""
"1997","Germany (until 1990 former territory of the FRG)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Federal Republic of Germany (former territory of the FRG only)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Federal Republic of Germany (former territory of the FRG only)","Live horses","Thousand heads (animals)",":",""
"1997","Federal Republic of Germany (former territory of the FRG only)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Ireland","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Ireland","Live horses","Thousand heads (animals)",":",""
"1997","Ireland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Greece","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Greece","Live horses","Thousand heads (animals)",":",""
"1997","Greece","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Spain","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Spain","Live horses","Thousand heads (animals)",":",""
"1997","Spain","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","France","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","France","Live horses","Thousand heads (animals)",":",""
"1997","France","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Croatia","Live horses, asses, mules and hinnies","Thousand heads (animals)","8.000",""
"1997","Croatia","Live horses","Thousand heads (animals)",":",""
"1997","Croatia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Italy","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Italy","Live horses","Thousand heads (animals)",":",""
"1997","Italy","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Latvia","Live horses, asses, mules and hinnies","Thousand heads (animals)","23.300",""
"1997","Latvia","Live horses","Thousand heads (animals)",":",""
"1997","Latvia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Lithuania","Live horses, asses, mules and hinnies","Thousand heads (animals)","81.800",""
"1997","Lithuania","Live horses","Thousand heads (animals)",":",""
"1997","Lithuania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Luxembourg","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Luxembourg","Live horses","Thousand heads (animals)",":",""
"1997","Luxembourg","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Hungary","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Hungary","Live horses","Thousand heads (animals)",":",""
"1997","Hungary","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Netherlands","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Netherlands","Live horses","Thousand heads (animals)",":",""
"1997","Netherlands","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Poland","Live horses, asses, mules and hinnies","Thousand heads (animals)","557.900",""
"1997","Poland","Live horses","Thousand heads (animals)",":",""
"1997","Poland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Portugal","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Portugal","Live horses","Thousand heads (animals)",":",""
"1997","Portugal","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Romania","Live horses, asses, mules and hinnies","Thousand heads (animals)","822.000",""
"1997","Romania","Live horses","Thousand heads (animals)",":",""
"1997","Romania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Slovenia","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Slovenia","Live horses","Thousand heads (animals)",":",""
"1997","Slovenia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Slovakia","Live horses, asses, mules and hinnies","Thousand heads (animals)","10.000",""
"1997","Slovakia","Live horses","Thousand heads (animals)",":",""
"1997","Slovakia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","United Kingdom","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","United Kingdom","Live horses","Thousand heads (animals)",":",""
"1997","United Kingdom","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","North Macedonia","Live horses, asses, mules and hinnies","Thousand heads (animals)","66.000",""
"1997","North Macedonia","Live horses","Thousand heads (animals)",":",""
"1997","North Macedonia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1997","Albania","Live horses, asses, mules and hinnies","Thousand heads (animals)","232.000",""
"1997","Albania","Live horses","Thousand heads (animals)",":",""
"1997","Albania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
